Username,Posted At,Post Content,Image URLs,Video URLs,Tag
KolkataKnightRiders,2024-10-31T12:14:23.000Z,"Here are your retained Knights 

Next Stop: #TATAIPLAuction ",https://pbs.twimg.com/media/GbN8n4yakAQNon-?format=jpg&name=900x900,,"Cricket, IPL"
KolkataKnightRiders,2024-06-29T21:12:58.000Z,End of an era ,https://pbs.twimg.com/media/GRRSwo_WwAAu0k8?format=jpg&name=900x900,,"Cricket, IPL"
KolkataKnightRiders,2024-05-26T20:37:26.000Z,"The King, the Queen and the ",https://pbs.twimg.com/media/GOiEklxawAAdg7x?format=jpg&name=900x900,,"Cricket, IPL"
KolkataKnightRiders,2024-04-02T05:35:06.000Z,"""I still haven't washed my dirty jersey."" 

2011. Wankhede. Walked in at 0-1. Chasing 275. Scored 97. 
Stood tall in a 112-runs partnership with MSD to set up the final for India. ",https://pbs.twimg.com/media/GKIwLxKWEAADYAJ?format=jpg&name=900x900,,"Cricket, IPL"
KolkataKnightRiders,2024-09-27T04:41:40.000Z,"Say hello to our new Mentor, DJ 'sir champion' Bravo! 

Welcome to the City of Champions! ",https://pbs.twimg.com/media/GYdO9CmbQAEKLXj?format=jpg&name=900x900,,"Cricket, IPL"
KolkataKnightRiders,2021-10-15T17:14:10.000Z,,,,"Cricket, IPL"
KolkataKnightRiders,2020-10-10T15:38:29.000Z,"Just going to leave this 
@DineshKarthik
  appreciation tweet here 

#KXIPvKKR #KKRHaiTaiyaar #Dream11IPL",https://pbs.twimg.com/media/Ej-nMv8UYAAEoj5?format=jpg&name=900x900,,"Cricket, IPL"
KolkataKnightRiders,2023-04-09T14:58:01.000Z,"𝘠𝘰𝘶 𝘤𝘢𝘯 𝘤𝘰𝘶𝘯𝘵 𝘰𝘯 𝘮𝘦... 

#GTvKKR | #AmiKKR | #TATAIPL
2023 | 
@NitishRana_27
 | 
@rinkusingh235",https://pbs.twimg.com/media/FtR-SCkaYAILUEv?format=jpg&name=900x900,,"Cricket, IPL"
