web-scraper-order,web-scraper-start-url,news_item,news_item-href,title,description,images-src,topic,date
"1728756955-1","https://mzamin.com/category.php?cat=6#gsc.tab=0","হেনস্তার অভিযোগে জাতীয় পুরস্কার স্থগিত","https://mzamin.com/news.php?news=130524","হেনস্তার অভিযোগে জাতীয় পুরস্কার স্থগিত","","","",""
"1728756955-2","https://mzamin.com/category.php?cat=6#gsc.tab=0","হেনস্তার অভিযোগে জাতীয় পুরস্কার স্থগিত","https://mzamin.com/news.php?news=130524","","‘স্ত্রী ২’ থেকে আজ কি রাত, একের পর এক সুপারহিট গানের কোরিওগ্রাফি করেছেন জনি মাস্টার। সম্প্রতি সহকর্মীকে যৌন হেনস্তার অভিযোগে তাকে গ্রেপ্তার করে হায়দরাবাদ পুলিশ। এবার তার সেরা কোরিওগ্রাফির জন্য পাওয়া জাতীয় পুরস্কারটিও স্থগিত করা হয়েছে। শুক্রবার, আইএন্ডবি মন্ত্রণালয়ের জাতীয় চলচ্চিত্র পুরস্কার সেল এক বিবৃতিতে এ কথা জানায়।","","",""
"1728756955-3","https://mzamin.com/category.php?cat=6#gsc.tab=0","হেনস্তার অভিযোগে জাতীয় পুরস্কার স্থগিত","https://mzamin.com/news.php?news=130524","","","uploads/news/main/130524_hen.webp","",""
"1728756955-4","https://mzamin.com/category.php?cat=6#gsc.tab=0","হেনস্তার অভিযোগে জাতীয় পুরস্কার স্থগিত","https://mzamin.com/news.php?news=130524","","","","বিনোদন",""
"1728756958-5","https://mzamin.com/category.php?cat=6#gsc.tab=0","অভিনয়ে অভিষেক কন্যা","https://mzamin.com/news.php?news=130525","অভিনয়ে অভিষেক কন্যা","","","",""
"1728756958-6","https://mzamin.com/category.php?cat=6#gsc.tab=0","অভিনয়ে অভিষেক কন্যা","https://mzamin.com/news.php?news=130525","","অভিনয়ে পা রাখতে যাচ্ছেন ভারতীয় বাংলা সিনেমার প্রয়াত অভিনেতা অভিষেক চ্যাটার্জির কন্যা সাইনা চ্যাটার্জি। স্টার জলসার ‘অনুরাগের ছোঁয়া’ ধারাবাহিকের মাধ্যমে অভিনয়ে যাত্রা শুরু হতে যাচ্ছে তার। অভিষেকের স্ত্রী সংযুক্তা চ্যাটার্জি বলেন, ক্যামেরার সামনে দাঁড়ানোর আগে একটুও ভয় পায়নি নবম শ্রেণিতে পড়ুয়া সাইনা। বরং সকলের সঙ্গে দারুণ মিশে গিয়েছে।","","",""
"1728756958-7","https://mzamin.com/category.php?cat=6#gsc.tab=0","অভিনয়ে অভিষেক কন্যা","https://mzamin.com/news.php?news=130525","","","uploads/news/main/130525_ovi.webp","",""
"1728756958-8","https://mzamin.com/category.php?cat=6#gsc.tab=0","অভিনয়ে অভিষেক কন্যা","https://mzamin.com/news.php?news=130525","","","","বিনোদন",""
"1728756960-9","https://mzamin.com/category.php?cat=6#gsc.tab=0","দর্শক টানতে ব্যর্থ ‘জিম্মি’","https://mzamin.com/news.php?news=130526","দর্শক টানতে ব্যর্থ ‘জিম্মি’","","","",""
"1728756960-10","https://mzamin.com/category.php?cat=6#gsc.tab=0","দর্শক টানতে ব্যর্থ ‘জিম্মি’","https://mzamin.com/news.php?news=130526","","সাত পর্বের ওয়েব সিরিজ হিসেবে নির্মিত হওয়ার কথা ছিল ‘জিম্মি’ সিনেমাটি। কিন্তু একপর্যায়ে সিদ্ধান্ত বদলান প্রযোজক ও অভিনেতা মনোয়ার হোসেন ডিপজল। শুক্রবার দেশের ২০টি প্রেক্ষাগৃহে মুক্তি দেয়া হয় সিনেমাটি। এতে ডিপজলের বিপরীতে অভিনয় করেছেন শিরীন শিলা। ওয়েব সিরিজ থেকে সিনেমায় রূপান্তর করলেও দর্শক টানতে ব্যর্থ হয়েছে ‘জিম্মি’। জানা যায়, ক’দিনের টানা বৃষ্টিতে দর্শক খরায় ভুগছে সিনেমাটি।","","",""
"1728756960-11","https://mzamin.com/category.php?cat=6#gsc.tab=0","দর্শক টানতে ব্যর্থ ‘জিম্মি’","https://mzamin.com/news.php?news=130526","","","uploads/news/main/130526_dor.webp","",""
"1728756960-12","https://mzamin.com/category.php?cat=6#gsc.tab=0","দর্শক টানতে ব্যর্থ ‘জিম্মি’","https://mzamin.com/news.php?news=130526","","","","বিনোদন",""
"1728756963-13","https://mzamin.com/category.php?cat=6#gsc.tab=0","ভূমি দখলের অভিযোগ","https://mzamin.com/news.php?news=130527","ভূমি দখলের অভিযোগ","","","",""
"1728756963-14","https://mzamin.com/category.php?cat=6#gsc.tab=0","ভূমি দখলের অভিযোগ","https://mzamin.com/news.php?news=130527","","হায়দরাবাদের এন কনভেনশন সেন্টারে আর্থিক অব্যবস্থাপনার অভিযোগে অভিনেতা নাগার্জুনের বিরুদ্ধে অভিযোগ দায়ের করা হয়েছে। বৃহস্পতিবার সন্ধ্যায় ভাস্কর রেড্ডি নামক এক ব্যক্তি অভিযোগটি দায়ের করেন। তার দাবি, নাগার্জুন ভূমি দখল করে অন্যায়ভাবে লাভবান হচ্ছেন। এ বিষয়ে মাধপুর সার্কেল ইন্সপেক্টর কৃষ্ণ মোহন জানান, আইনি মতামত নেয়ার পর আমরা বিষয়টি নিয়ে তদন্ত করবো। এখনো মামলা হয়নি।","","",""
"1728756963-15","https://mzamin.com/category.php?cat=6#gsc.tab=0","ভূমি দখলের অভিযোগ","https://mzamin.com/news.php?news=130527","","","uploads/news/main/130527_vumi.webp","",""
"1728756963-16","https://mzamin.com/category.php?cat=6#gsc.tab=0","ভূমি দখলের অভিযোগ","https://mzamin.com/news.php?news=130527","","","","বিনোদন",""
"1728756965-17","https://mzamin.com/category.php?cat=6#gsc.tab=0","৫ মাস পর ফিরলেন মিশা","https://mzamin.com/news.php?news=130528","৫ মাস পর ফিরলেন মিশা","","","",""
"1728756965-18","https://mzamin.com/category.php?cat=6#gsc.tab=0","৫ মাস পর ফিরলেন মিশা","https://mzamin.com/news.php?news=130528","","৫ মাস বিরতির পর কাজে ফিরলেন চলচ্চিত্রের দাপুটে অভিনেতা মিশা সওদাগর। সম্প্রতি ‘কবি’ চলচ্চিত্রের ডাবিংয়ের মাধ্যমে ফের কাজে সরব হন তিনি। নিকেতনে রিপন নাথের সাউন্ডবক্স স্টুডিওতে ডাবিং-এ অংশ নেন মিশা। ‘কবি’ সিনেমাটি পরিচালনা করছেন হাসিবুর রেজা কল্লোল। এতে আরও অভিনয় করেছেন শরিফুল রাজ ও কলকাতার ইধিকা পাল। মিশা বলেন, কাজে ফিরে ভালো লাগছে। কাজে থাকলে মন ও শরীর ভালো থাকে।","","",""
"1728756965-19","https://mzamin.com/category.php?cat=6#gsc.tab=0","৫ মাস পর ফিরলেন মিশা","https://mzamin.com/news.php?news=130528","","","uploads/news/main/130528_5.webp","",""
"1728756965-20","https://mzamin.com/category.php?cat=6#gsc.tab=0","৫ মাস পর ফিরলেন মিশা","https://mzamin.com/news.php?news=130528","","","","বিনোদন",""
"1728756968-21","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘ইন্ডাস্ট্রি থেকে ভালো লোকজন সরে গেছে’","https://mzamin.com/news.php?news=130529","‘ইন্ডাস্ট্রি থেকে ভালো লোকজন সরে গেছে’","","","",""
"1728756968-22","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘ইন্ডাস্ট্রি থেকে ভালো লোকজন সরে গেছে’","https://mzamin.com/news.php?news=130529","","নায়করাজ রাজ্জাকের পর বাংলা সিনেমায় সফলতা অর্জন করেছেন তার ছেলে বাপ্পারাজও। আশি ও নব্বইয়ের দশকের জনপ্রিয় নায়ক তিনি। ১৯৮৬ সালে রাজ্জাকের পরিচালনায় ‘চাঁপাডাঙার বউ’ সিনেমার মাধ্যমে পর্দায় আসেন বাপ্পারাজ। এরপর অভিনয় করেন শতাধিক চলচ্চিত্রে। বর্তমানে ক্যামেরা থেকে অনেকটা দূরে থাকলেও সামাজিক যোগাযোগমাধ্যমে মাঝে মাঝেই নিজের মতামত প্রকাশ করতে দেখা যায় তাকে। সম্প্রতি ফেসবুকে একটি পোস্ট দিয়ে অভিনেতা লিখেন, কতোদিন ফুলের তোড়া হাতে গ্রুপ ছবি তোলার দৃশ্য দেখা হয় না। এ বিষয়ে বাপ্পারাজ বলেন, আমাদের ইন্ডাস্ট্রি থেকে ভালো লোকজন সরে গেছে, বাজে লোক বেশি হয়ে গেছে। তারা সিনেমা বানাতে চায় না, পলিটিক্স করে, দলাদলি করে, সরকারের চামচামি করে। মাঝে আমাদের চলচ্চিত্র শিল্পী সমিতি এ রকম হয়ে গিয়েছিল। আমাদের জোর করে বিভিন্ন জায়গায় নিয়ে যেতো। কোনো মন্ত্রী বা পুলিশ অফিসারকে শিল্পী সমিতিতে নিয়ে এসে ফুল দিয়ে তার সঙ্গে ছবি তোলা হতো। সেই ছবি আবার সোশ্যাল মিডিয়ায় আপলোড করতে বলা হতো! বাপ্পারাজ বলেন, আমরা শিল্পী, আমাদের সঙ্গে মানুষ ছবি তুলবে। আমরা তো কারও পেছনে দাঁড়িয়ে ছবি তুলবো না।  কাজের থেকে তোষামোদিই এখানে বেশি করা হয়। অভিনেতা বলেন, আমাদের সমস্যা হচ্ছে, আমাদের সিনেমা বানানোর লোক দরকার। এখানে ধান্দাবাজ লোক বেশি। এখনো কিছু লোক আছে, তারা কোণঠাসা হয়ে আছে। দলাদলির জন্য অনেকেই অনেক জায়গায় যেতে পারছে না, কথা বলতে পারছে না।","","",""
"1728756968-23","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘ইন্ডাস্ট্রি থেকে ভালো লোকজন সরে গেছে’","https://mzamin.com/news.php?news=130529","","পাঠকের মতামত","","",""
"1728756968-24","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘ইন্ডাস্ট্রি থেকে ভালো লোকজন সরে গেছে’","https://mzamin.com/news.php?news=130529","","চলচ্চিত্র ও নাট্য জগতের শিল্পীগণ নিলর্জ্জ, বেহায়ার মতো ফিল্মে অভিনয়ের চেয়ে তাদের লোভ ছিল কিভাবে আওয়ামী লীগের অধীনে ভোট ছাড়া সহজে এমপি হাওয়া যায় তাই ৯০% শিল্পীগণ তাদের পেশায় মনোযোগ না দিয়ে সরকারের চামচা গিরিতে ব্যস্ত ছিলেন যে কারণ চলচ্চিত্র প্রেমিদেরও বুঝতে বাকী ছিল না,এই শিল্পী সমিতি আওয়ামী লীগের একটি অংগ-সংঘটনে পরিনত হয়েছিল। তাই বাপ্পারাজ কে অনুরোধ করবো এখন সময় এসেছে চলচ্চিত্র কে বাঁচানোর জন্য বিগত বছরের লোভহীন শিল্পী দের নিয়ে একত্রে বসে সিদ্ধান্ত নিতে হবে চলচ্চিত্রের ভবিষ্যতের ব্যাপারে।","","",""
"1728756968-25","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘ইন্ডাস্ট্রি থেকে ভালো লোকজন সরে গেছে’","https://mzamin.com/news.php?news=130529","","","uploads/news/main/130529_ind.webp","",""
"1728756968-26","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘ইন্ডাস্ট্রি থেকে ভালো লোকজন সরে গেছে’","https://mzamin.com/news.php?news=130529","","","","বিনোদন",""
"1728756970-27","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিরক্ত অনন্যা","https://mzamin.com/news.php?news=130530","বিরক্ত অনন্যা","","","",""
"1728756970-28","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিরক্ত অনন্যা","https://mzamin.com/news.php?news=130530","","তারকা খ্যাতির যে বিড়ম্বনা রয়েছে, তা কিন্তু নতুন না। বিশেষ করে পাপারাজ্জিদের ‘অত্যাচারে’ ভীষণ বিরক্ত অনেক তারকাই। তাদের মধ্যে একজন বলিউড অভিনেত্রী অনন্যা পান্ডে। তার আরেক পরিচয় তিনি অভিনেতা চাংকি পান্ডের কন্যা। তারকা সন্তান হওয়ায় ছোটবেলা থেকেই সবার নজরে ছিলেন। তবে বলিউডে নাম লেখানোর পর মিডিয়ার কেন্দ্রবিন্দুতে চলে আসেন এই অভিনেত্রী। আর তাই পাপারাজ্জিরাও তার পিছু ছাড়েন না। কিন্তু তাদের কিছু আচরণ মোটেও পছন্দ নয় এই নায়িকার। সম্প্রতি এক সাক্ষাৎকারে এমন মন্তব্য করেন অনন্যা। ছবি তোলার সময়ে বিশেষ কিছু পোজ দেয়ার জন্য বারবার বলতে থাকেন পাপারাজ্জিরা। তিনি বলেন, তারা আমাকে পেছন ফিরে ক্যামেরায় পোজ দিতে বলেন, এ আচরণকে ঘৃণা করি। পাপারাজ্জিরা অনন্যার চেহারা দেখে কল্পিত গল্প রচনা করেন বলেও অভিযোগ তার। 
কেবল তাই নয়, গুঞ্জন চাউর করেছিলেন তার প্রেমের সম্পর্ক ভেঙে গেছে। ঘটনার বর্ণনা দিয়ে অভিনেত্রী বলেন, সম্প্রতি জিম থেকে বেরিয়ে যাচ্ছিলাম, তারা আমাকে দেখে বলেন, ওহ! তাকে দেখতে দুঃখী লাগছে। অবশ্যই তার জীবনে কিছু ঘটেছে। তার ব্রেকআপ হয়েছে। জিমে সবাইকেই ক্লান্ত দেখায়। কিন্তু পাপারাজ্জিরা সে বিষয়টি নিয়ে গল্প তৈরি করেন, যা অনন্যার অপছন্দ। এ বিষয়ে অনন্যা পান্ডে বলেন, পাপারাজ্জিরা ক্লান্তিকে মানসিক যন্ত্রণা বলে ভুল করছেন। তারা আমার মুড পড়ার চেষ্টা করছেন, এটাকে আমি অপছন্দ করি। রীতিমতো বিরক্ত আমি।","","",""
"1728756970-29","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিরক্ত অনন্যা","https://mzamin.com/news.php?news=130530","","","uploads/news/main/130530_bir.webp","",""
"1728756970-30","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিরক্ত অনন্যা","https://mzamin.com/news.php?news=130530","","","","বিনোদন",""
"1728756973-31","https://mzamin.com/category.php?cat=6#gsc.tab=0","বন্যার্তদের পাশে সালমা","https://mzamin.com/news.php?news=130531","বন্যার্তদের পাশে সালমা","","","",""
"1728756973-32","https://mzamin.com/category.php?cat=6#gsc.tab=0","বন্যার্তদের পাশে সালমা","https://mzamin.com/news.php?news=130531","","শেরপুরে উজান থেকে নেমে আসা পাহাড়ি ঢল ও টানা বর্ষণে নদ-নদীর পানি বৃদ্ধি পেয়েছে। এতে বন্যা পরিস্থিতির সৃষ্টি হয়েছে শেরপুর-ময়মনসিংহসহ আরও কয়েকটি জেলায়। এ দুর্যোগে তাদের পাশে দাঁড়িয়েছেন সংগীতশিল্পী সালমা আক্তার। তার সামাজিক সংগঠন ‘সাফিয়া ফাউন্ডেশন’-এর পক্ষ থেকে ইতিমধ্যে ১৫-২০ সদস্যের টিম কাজ করছে বন্যার্ত অঞ্চলে। খাদ্য থেকে শুরু করে সব ধরনের সহযোগিতা করছেন তারা। এ ছাড়াও গতকাল ময়মনসিংয়ের উদ্দেশ্যে রওয়ানা দেন তিনি নিজেও। এর আগে এক 
ফেসবুক লাইভে তিনি বলেন, ময়মনসিংহ, হালুয়াঘাট, নালিতাবাড়ী, শেরপুরসহ অনেক জায়গার অবস্থা অনেক খারাপ। আপনারা সবাই বন্যার্তদের সহযোগিতায় এগিয়ে আসুন। এ সময় তিনি সকলকে অনুরোধ করে বলেন, আপনারা সকলেই যার যার জায়গা থেকে বন্যার্তদের পাশে দাঁড়ানোর চেষ্টা করুন। আমাদের জীবনটা ছোট। কে কখন বিপদে পড়বেন কেউ জানি না। সেখান থেকে উদ্ধার করার জন্য আল্লাহ ছাড়া কেউ নাই। তাই আমি যতটুকু পারছি সাহায্য করার চেষ্টা করছি। আপনারাও এগিয়ে আসুন।","","",""
"1728756973-33","https://mzamin.com/category.php?cat=6#gsc.tab=0","বন্যার্তদের পাশে সালমা","https://mzamin.com/news.php?news=130531","","","uploads/news/main/130531_bon.webp","",""
"1728756973-34","https://mzamin.com/category.php?cat=6#gsc.tab=0","বন্যার্তদের পাশে সালমা","https://mzamin.com/news.php?news=130531","","","","বিনোদন",""
"1728756975-35","https://mzamin.com/category.php?cat=6#gsc.tab=0","পূজার ‘ব্ল্যাকমানি’র শুটিং শুরু","https://mzamin.com/news.php?news=130532","পূজার ‘ব্ল্যাকমানি’র শুটিং শুরু","","","",""
"1728756975-36","https://mzamin.com/category.php?cat=6#gsc.tab=0","পূজার ‘ব্ল্যাকমানি’র শুটিং শুরু","https://mzamin.com/news.php?news=130532","","বড় পর্দায় একের পর এক সুপারহিট সিনেমা উপহার দিচ্ছেন রায়হান রাফী। যার সবশেষ সংযোজন শাকিব খানের ‘তুফান’। এর বাইরে ওটিটির কাজের মাধ্যমেও হয়েছেন প্রশংসিত। প্রযোজক ও দর্শকদের আস্থায় পরিণত হয়েছেন তিনি। এবার প্রথমবার তিনি ওটিটি প্ল্যাটফরম বঙ্গের প্রযোজনায় নিয়ে আসছেন ওয়েব সিরিজ। নাম ‘ব্ল্যাকমানি’। এর মাধ্যমে দীর্ঘদিন পর রাফীর পরিচালনায় কাজ করতে যাচ্ছেন চিত্রনায়িকা পূজা চেরি। চমক হিসেবে আরও থাকছেন নায়ক রুবেল, নির্মাতা-অভিনেতা সালাহউদ্দিন লাভলু, সুমন আনোয়ার, মুকিত জাকারিয়া, পাভেল প্রমুখ। ‘ব্ল্যাকমানি’ নির্মাণ উপলক্ষে ৫ই অক্টোবর বিকালে 
রাজধানীর একটি হোটেলে সংবাদ সম্মেলনের আয়োজন করা হয়। এতে এই অভিনয়শিল্পীরা ছাড়াও উপস্থিত ছিলেন বঙ্গের চিফ কনটেন্ট অফিসার মুশফিকুর রহমানসহ প্রতিষ্ঠানটির অন্য কর্মকর্তারা। পূজা চেরি বলেন, অনেকদিন পর রায়হান রাফীর সঙ্গে কাজ করছি। আমার প্রথম সিনেমাও তার পরিচালনায় করা ছিল। অনেকেই বলছিল রাফীর সঙ্গে আমার কাজ কেন হচ্ছে না। এবার অবশেষে হচ্ছে। এখন তিনি তুফানি ডিরেক্টর। তাই একটু ভয়ও করছে। বঙ্গ’র সঙ্গেও এটা আমার প্রথম কাজ। অনেক বড় অভিনেতারাও এখানে কাজ করবেন। অনেক কিছু শিখতে পারবো। আশা করছি দারুণ কিছু হবে। এ বছরেই ৬ পর্বের এই ওয়েব সিরিজটি মুক্তি দেয়া হবে। গতকাল থেকেই সৈয়দপুরে এর শুটিং শুরু হয়েছে।","","",""
"1728756975-37","https://mzamin.com/category.php?cat=6#gsc.tab=0","পূজার ‘ব্ল্যাকমানি’র শুটিং শুরু","https://mzamin.com/news.php?news=130532","","","uploads/news/main/130532_puja.webp","",""
"1728756975-38","https://mzamin.com/category.php?cat=6#gsc.tab=0","পূজার ‘ব্ল্যাকমানি’র শুটিং শুরু","https://mzamin.com/news.php?news=130532","","","","বিনোদন",""
"1728756978-39","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি' পুনর্গঠন","https://mzamin.com/news.php?news=130622","‘পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি' পুনর্গঠন","","","",""
"1728756978-40","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি' পুনর্গঠন","https://mzamin.com/news.php?news=130622","","এবার গঠন করা হয়েছে পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি। স্বচ্ছতা ও সর্বোচ্চ পেশাদারিত্বের সঙ্গে চলচ্চিত্র বাছাইয়ের কার্যক্রমের অংশ হিসেবে নতুন কমিটির সভাপতি করা হয়েছে তথ্য ও সম্প্রচার মন্ত্রণালয়ের উপদেষ্টা মো. নাহিদ ইসলামকে। মোট ১০ জন সদস্যকে নিয়ে গঠিত হয়েছে এ কমিটি। কমিটির অন্য সদস্যরা হলেন- তথ্য ও সম্প্রচার মন্ত্রণালয়ের সচিব, বাংলাদেশ চলচ্চিত্র উন্নয়ন কর্পোরেশনের (বিএফডিসি) ব্যবস্থাপনা পরিচালক, ঢাকা বিশ্ববিদ্যালয়ের থিয়েটার এন্ড পারফরম্যান্স স্টাডিস বিভাগের শিক্ষক ও অভিনেতা-নির্দেশক ড. আবুল বাশার মো. জিয়াউল হক (তিতাস জিয়া), চলচ্চিত্র নির্মাতা ও প্রযোজক খান শারফুদ্দীন মোহাম্মদ আকরাম (আকরাম খান), চলচ্চিত্র নির্মাতা ও চিত্রনাট্যকার নার্গিস আখতার, রেইনবো চলচ্চিত্র সংসদের সভাপতি আহমেদ মুজতবা জামাল, নির্মাতা ও সম্পাদক সামির আহমেদ, অভিনেত্রী জাকিয়া বারী মম, অতিরিক্ত সচিব (চলচ্চিত্র)। প্রজ্ঞাপনে আরও বলা হয় চলচ্চিত্র শিল্পে মেধা ও সৃজনশীলতাকে উৎসাহিত করা এবং বাংলাদেশের আবহমান সংস্কৃতি সমুন্নত রাখার লক্ষ্যে পূর্ণদৈর্ঘ্য চলচ্চিত্র নির্মাণে সরকারি পৃষ্ঠপোষকতা ও সহায়তা প্রদানের উদ্দেশ্যে পূর্ণদৈর্ঘ্য চলচ্চিত্র নির্মাণে সরকারি অনুদান প্রদান নীতিমালা-২০২০ (সংশোধিত) অনুযায়ী ২০২৪-২৫ অর্থবছরে সরকারি অনুদান প্রদানের লক্ষ্যে প্রাপ্ত প্যাকেজ প্রস্তাবসমূহ পরীক্ষা করে সিদ্ধান্ত প্রদানের জন্য সরকার পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি' পুনর্গঠন করলো।","","",""
"1728756978-41","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি' পুনর্গঠন","https://mzamin.com/news.php?news=130622","","","uploads/news/main/130622_Untitled-1.webp","",""
"1728756978-42","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি' পুনর্গঠন","https://mzamin.com/news.php?news=130622","","","","বিনোদন",""
"1728756978-43","https://mzamin.com/category.php?cat=6#gsc.tab=0","‘পূর্ণদৈর্ঘ্য চলচ্চিত্র অনুদান কমিটি' পুনর্গঠন","https://mzamin.com/news.php?news=130622","","","","","(৫ দিন আগে) ৭ অক্টোবর ২০২৪, সোমবার, ৪:৩২ অপরাহ্ন"
"1728756981-44","https://mzamin.com/category.php?cat=6#gsc.tab=0","জামিন মেলেনি অভিনেত্রীর","https://mzamin.com/news.php?news=130651","জামিন মেলেনি অভিনেত্রীর","","","",""
"1728756981-45","https://mzamin.com/category.php?cat=6#gsc.tab=0","জামিন মেলেনি অভিনেত্রীর","https://mzamin.com/news.php?news=130651","","চাঁদাবাজি ও প্রতারণার অভিযোগে দায়েরকৃত মামলায় আদালতে হাজিরা না দেয়ায় পাকিস্তানের জনপ্রিয় টেলিভিশন অভিনেত্রী নাজিশ জাহাঙ্গীরের জামিন বাতিল করেছেন দেশটির লাহোর দায়রা আদালত। এমনকি অভিযোগ নিয়ে এখনো প্রকাশ্যে স্পষ্ট কোনো কথা বলেননি এ অভিনেত্রী। উঠতি অভিনেতা আজান আসওয়াদ হারুন অভিনেত্রীর বিরুদ্ধে চাঁদাবাজি ও প্রতারণার অভিযোগ করেছেন। তিনি জানিয়েছেন, শোবিজ ইন্ডাস্ট্রিতে প্রবেশে সহায়তার কথা বলে পৃথক সময় মোটা অঙ্কের টাকা হাতিয়ে নিয়েছেন অভিনেত্রী।","","",""
"1728756981-46","https://mzamin.com/category.php?cat=6#gsc.tab=0","জামিন মেলেনি অভিনেত্রীর","https://mzamin.com/news.php?news=130651","","","","",""
"1728756981-47","https://mzamin.com/category.php?cat=6#gsc.tab=0","জামিন মেলেনি অভিনেত্রীর","https://mzamin.com/news.php?news=130651","","","uploads/news/main/130651_nazish.webp","",""
"1728756981-48","https://mzamin.com/category.php?cat=6#gsc.tab=0","জামিন মেলেনি অভিনেত্রীর","https://mzamin.com/news.php?news=130651","","","","বিনোদন",""
"1728756983-49","https://mzamin.com/category.php?cat=6#gsc.tab=0","এবার বুসান উৎসবে মেহজাবীন","https://mzamin.com/news.php?news=130652","এবার বুসান উৎসবে মেহজাবীন","","","",""
"1728756983-50","https://mzamin.com/category.php?cat=6#gsc.tab=0","এবার বুসান উৎসবে মেহজাবীন","https://mzamin.com/news.php?news=130652","","প্রথম ছবি ‘সাবা’ নিয়ে দারুণ সময় পার করছেন মেহজাবীন চৌধুরী। কানাডার টরন্টোর পর এবার বুসান আন্তর্জাতিক চলচ্চিত্র উৎসবে প্রদর্শিত হলো ‘সাবা’। গত ৪ঠা অক্টোবর প্রদর্শিত হয় এটি। উৎসব প্রাঙ্গণ থেকে তোলা বেশ কয়েকটি ছবি সামাজিক মাধ্যমে শেয়ার করেছেন মেহজাবীন। জানা যায়, ৯ই অক্টোবর ছবিটির আরও দুটি প্রদর্শনী হবে। যার টিকিট এরইমধ্যে বিক্রি হয়ে গেছে। গত ২রা অক্টোবর থেকে শুরু হওয়া এই উৎসব চলবে আগামী ১১ই অক্টোবর পর্যন্ত।","","",""
"1728756983-51","https://mzamin.com/category.php?cat=6#gsc.tab=0","এবার বুসান উৎসবে মেহজাবীন","https://mzamin.com/news.php?news=130652","","","","",""
"1728756983-52","https://mzamin.com/category.php?cat=6#gsc.tab=0","এবার বুসান উৎসবে মেহজাবীন","https://mzamin.com/news.php?news=130652","","","","",""
"1728756983-53","https://mzamin.com/category.php?cat=6#gsc.tab=0","এবার বুসান উৎসবে মেহজাবীন","https://mzamin.com/news.php?news=130652","","","uploads/news/main/130652_mehzabeen.webp","",""
"1728756983-54","https://mzamin.com/category.php?cat=6#gsc.tab=0","এবার বুসান উৎসবে মেহজাবীন","https://mzamin.com/news.php?news=130652","","","","বিনোদন",""
"1728756986-55","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিষণ্ন পাওলি","https://mzamin.com/news.php?news=130653","বিষণ্ন পাওলি","","","",""
"1728756986-56","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিষণ্ন পাওলি","https://mzamin.com/news.php?news=130653","","তরুণী চিকিৎসককে ধর্ষণ ও খুনের ঘটনায় কলকাতা তথা ভারতে এখনো আন্দোলন, প্রতিবাদ চলমান। ঠিক এ সময়েই এসেছে পূজার মৌসুম। তবে একেবারে মন ভালো নেই অভিনেত্রী পাওলি দামের। তিনি এক সাক্ষাৎকারে সম্প্রতি বলেন, এই শহরে জন্মেছি, বড় হয়েছি। যে ঘটনা ঘটে গেছে সেটা বিষাদের। পুরো শহরই বিষাদে ঢাকা। আমি বিষণ্ন সময় কাটাচ্ছি। এই বিষণ্নতা থেকে পরিত্রাণ দিতে পারে ঘটনার সঠিক বিচার।","","",""
"1728756986-57","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিষণ্ন পাওলি","https://mzamin.com/news.php?news=130653","","","","",""
"1728756986-58","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিষণ্ন পাওলি","https://mzamin.com/news.php?news=130653","","","uploads/news/main/130653_paoli.webp","",""
"1728756986-59","https://mzamin.com/category.php?cat=6#gsc.tab=0","বিষণ্ন পাওলি","https://mzamin.com/news.php?news=130653","","","","বিনোদন",""
"1728756988-60","https://mzamin.com/category.php?cat=6#gsc.tab=0","অনুমতি পেলো ‘দরদ’","https://mzamin.com/news.php?news=130654","অনুমতি পেলো ‘দরদ’","","","",""
